,Predicted output,Actual output
561,0.028513163,0.018971013
562,0.038500637,0.051579339
563,0.01835829,0.024881736
564,0.012366891,0.011235624
565,0.07784024,0.060494063
566,0.007673472,0.007092806
567,0.09303689,0.107781777
568,0.23512474,0.226248797
569,0.04403776,0.028185479
570,0.02773738,0.02528764
571,0.020709693,0.020843744
572,0.008256465,0.011274639
573,0.008371085,0.020438466
574,0.3164348,0.365117732
575,0.02834481,0.022880592
576,0.07233244,0.07633803
577,0.021662056,0.027941283
578,0.11780134,0.122200341
579,0.06633595,0.055987291
580,0.009791344,0.00923445
581,0.07686353,0.081115635
582,0.012902081,0.011641798
583,0.37066668,0.320846158
584,0.0074732006,0.007418888
585,0.13241392,0.101577008
586,0.05922106,0.047513624
587,0.006911427,0.006910448
588,0.012420952,0.024173742
589,0.07417297,0.10647633
590,0.008388966,0.012549546
591,0.0058861673,0.006923357
592,0.010865003,0.01404129
593,0.015097618,0.018015677
594,0.00826031,0.014675999
595,0.006911427,0.008497884
596,0.3111566,0.388312517
597,0.0188981,0.014091887
598,0.060492963,0.051905038
599,0.19754565,0.189793927
600,0.14549601,0.128297027
601,0.047385275,0.060928599
602,0.02207315,0.020342086
603,0.39618433,0.398079491
604,0.004349053,0.005596714
605,0.0075801015,0.014247531
606,0.006779313,0.007976176
607,0.022450179,0.015126492
608,0.017936379,0.023305749
609,0.58236605,0.595588674
610,0.009859711,0.011789344
611,0.08209309,0.080634809
612,0.17833003,0.141005276
613,0.010732651,0.009748508
614,0.016020477,0.012008811
615,0.006274849,0.00675519
616,0.07076299,0.05802517
617,0.03653288,0.050292126
618,0.06738132,0.03727956
619,0.025028795,0.0342678
620,0.0074732006,0.006653007
621,0.025989026,0.021831255
622,0.0077196956,0.01133103
623,0.004741639,0.010369332
624,0.075434655,0.067323908
625,0.07768741,0.081397255
626,0.040376425,0.032157172
627,0.06363717,0.082620175
628,0.0074732006,0.006550458
629,0.010253131,0.011650568
630,0.043009013,0.034483859
631,0.13026085,0.098944274
632,0.027941197,0.02552003
633,0.012983859,0.009411596
634,0.059656054,0.070032365
635,0.06450218,0.042054992
636,0.04313743,0.043244731
637,0.024090081,0.024075726
638,0.007464677,0.009898714
639,0.6190762,0.657041818
640,0.010268152,0.009758661
641,0.018601924,0.01946648
642,0.1568746,0.170519302
643,0.0074732006,0.004804557
644,0.03625208,0.029398342
645,0.0074732006,0.004914459
646,0.31887776,0.386481301
647,0.037938952,0.035281556
648,0.5072981,0.568802648
649,0.004349053,0.006378492
650,0.04881534,0.057190481
651,0.010732651,0.013438912
652,0.10883194,0.146628517
653,0.17248097,0.154823327
654,0.017211854,0.017371388
655,0.012902081,0.00928488
656,0.0808799,0.060029728
657,0.049821883,0.048576959
658,0.07224482,0.044577861
659,0.017136663,0.019816689
660,0.31426823,0.319399106
661,0.06920788,0.053518581
662,0.02551046,0.017200187
663,0.027953625,0.027582906
664,0.023776233,0.013572067
665,0.024801254,0.033593123
666,0.010353118,0.006804043
667,0.020274192,0.020021992
668,0.007892847,0.004717038
669,0.0074732006,0.005494829
670,0.014529228,0.013237838
671,0.047884047,0.032234455
672,0.024290502,0.012436374
673,0.085342765,0.076797773
674,0.10506028,0.085233227
675,0.0548746,0.038898083
676,0.091350645,0.118731715
677,0.018369228,0.022650091
678,0.01500991,0.009729907
679,0.107779264,0.111723559
680,0.008394808,0.009050387
681,0.012983859,0.011676695
682,0.0084261,0.009353964
683,0.015711755,0.017250771
684,0.119305044,0.076729909
685,0.028904974,0.021623799
686,0.010729462,0.013082801
687,0.06101635,0.044361004
688,0.008121163,0.007184877
689,0.026787668,0.03617424
690,0.008814782,0.006469409
691,0.14484507,0.094280548
692,0.024828345,0.022186748
693,0.45750573,0.536594381
694,0.2386953,0.224542584
695,0.012710273,0.015778083
696,0.008682936,0.008259558
697,0.07510039,0.073341302
698,0.04891044,0.054362052
699,0.48267087,0.511997304
700,0.050275534,0.029002731
701,0.038633406,0.036692393
702,0.016802132,0.013028394
703,0.0050091743,0.007251557
704,0.07492694,0.081524443
705,0.0074732006,0.005301974
706,0.06442818,0.055868136
707,0.0070892572,0.005838194
708,0.012658447,0.009509536
709,0.010253131,0.019989307
710,0.05368656,0.056104486
711,0.5095562,0.422440631
712,0.0074732006,0.008950512
713,0.007328391,0.010785808
714,0.0074732006,0.00640973
715,0.010826588,0.019476449
716,0.017293483,0.021517662
717,0.011037558,0.01826457
718,0.0244053,0.027487805
719,0.1151171,0.078861209
720,0.14713645,0.127702538
721,0.082111746,0.075232519
722,0.042981386,0.030466529
723,0.006114453,0.011337026
724,0.02358538,0.019617936
725,0.1909231,0.234434207
726,0.06414288,0.056223279
727,0.023955345,0.013925525
728,0.017162919,0.016524676
729,0.013276637,0.011384562
730,0.020528078,0.02680341
731,0.055596232,0.059024287
732,0.0074732006,0.006676709
733,0.054909438,0.044687235
734,0.10561666,0.102907811
735,0.018162519,0.01279031
736,0.093143225,0.117902701
737,0.0056593716,0.008154937
738,0.047784537,0.06315046
739,0.102442,0.06058036
740,0.05835852,0.066886665
741,0.0074300766,0.008448437
742,0.037882447,0.036884382
743,0.021867275,0.018798434
744,0.09057683,0.076540859
745,0.3879546,0.405263127
746,0.018322468,0.021880854
747,0.013245344,0.022477979
748,0.10911319,0.119108797
749,0.036159813,0.027277423
750,0.013911784,0.015814434
751,0.33329484,0.275835192
752,0.0074732006,0.006842635
753,0.010415405,0.00986771
754,0.40388831,0.451798967
755,0.079782814,0.061126612
756,0.077126354,0.050167702
757,0.052349985,0.04548592
758,0.21814597,0.16927011
759,0.035572648,0.030827752
760,0.015596777,0.019735653
761,0.009859711,0.010030298
762,0.046072006,0.039794395
763,0.0044779778,0.007433667
764,0.071933776,0.067089572
765,0.028053343,0.024521136
766,0.018806845,0.018718405
767,0.027653694,0.024400883
768,0.004349053,0.006794268
769,0.04281938,0.031950842
770,0.029123574,0.015402627
771,0.009859711,0.008175251
772,0.2012038,0.237115319
773,0.045300424,0.041332289
774,0.12555763,0.161081477
775,0.34448832,0.374782536
776,0.022880912,0.026375826
777,0.0074732006,0.005354984
778,0.0074732006,0.004666259
779,0.017136663,0.015288234
780,0.016026229,0.014285501
781,0.059371382,0.048630833
782,0.014197201,0.013559647
783,0.007958829,0.009919898
784,0.012815505,0.018679693
785,0.015218586,0.011279097
786,0.0050091743,0.006930959
787,0.004349053,0.008483011
788,0.004853517,0.01139347
789,0.009859711,0.008780869
790,0.010729462,0.012505934
791,0.038650125,0.031421824
792,0.0050091743,0.011557823
793,0.014610171,0.021015848
794,0.04321477,0.030378528
795,0.33325285,0.344767865
796,0.004349053,0.005395755
797,0.2157217,0.227870925
798,0.31276664,0.289841015
799,0.010257453,0.00592052
800,0.4009127,0.504259972
801,0.014601886,0.027852609
802,0.0049108267,0.006151133
803,0.01847583,0.023601455
804,0.010973096,0.009825212
805,0.014614761,0.018086211
806,0.010822296,0.006068449
807,0.009791344,0.006533518
808,0.26576802,0.322885419
809,0.04360184,0.036751854
810,0.1003128,0.066756601
811,0.17356154,0.205382894
812,0.04753962,0.038579681
813,0.010733068,0.007968791
814,0.015464455,0.016812215
815,0.20725328,0.195357346
816,0.03735462,0.041584265
817,0.2740658,0.25780189
818,0.0068889856,0.007420779
819,0.04804328,0.063392445
820,0.010278046,0.017362086
821,0.02232191,0.047170241
822,0.04532346,0.036187473
823,0.004349053,0.006576107
824,0.07907456,0.091137013
825,0.01293087,0.020101284
826,0.37567505,0.419466455
827,0.20263577,0.224573461
828,0.096880555,0.093438554
829,0.046054125,0.04739657
830,0.3976525,0.418736148
831,0.012902081,0.008567851
832,0.22341293,0.23433331
833,0.0073474348,0.012595838
834,0.014118284,0.011113545
835,0.12764591,0.146068172
836,0.0074732006,0.006723823
837,0.09159309,0.072423734
838,0.019163579,0.018702566
839,0.15678465,0.132550243
840,0.09483209,0.132620838
841,0.064088285,0.080404719
842,0.019555807,0.020967752
843,0.6198831,0.681833333
844,0.008031249,0.008555888
845,0.014831752,0.010872951
846,0.038457274,0.029639967
847,0.0074732006,0.006456372
848,0.006274849,0.005835762
849,0.17961058,0.157885146
850,0.1300053,0.118362829
851,0.24643171,0.208162063
852,0.024973184,0.028142131
853,0.019706339,0.019678265
854,0.047256976,0.042344577
855,0.08789131,0.078055548
856,0.048272938,0.049357009
857,0.00898838,0.017139336
858,0.023085207,0.027500064
859,0.018363506,0.024411585
860,0.22358039,0.216911701
861,0.04924047,0.049511526
862,0.048142135,0.046871603
863,0.02935648,0.025498959
864,0.008121163,0.009399396
865,0.021882206,0.020837884
866,0.009738982,0.00896808
867,0.4005031,0.418422486
868,0.017538548,0.012785743
869,0.028013438,0.025450655
870,0.057929546,0.036875229
871,0.057076037,0.046266658
872,0.02108869,0.021330518
873,0.094518095,0.082336148
874,0.21094474,0.199789548
875,0.106928885,0.147467035
876,0.116518915,0.106388358
877,0.17384028,0.144460928
878,0.006417632,0.010847615
879,0.013674676,0.017814299
880,0.3271351,0.38237735
881,0.0127027035,0.013800282
882,0.020338744,0.021498867
883,0.021891117,0.017018624
884,0.017797947,0.024368356
885,0.028513163,0.031462675
886,0.3517997,0.381671304
887,0.05878848,0.0598675
888,0.016400784,0.020208903
889,0.025059015,0.012503591
890,0.055996507,0.056652885
891,0.048758805,0.05921545
892,0.00892657,0.010410105
893,0.06953463,0.085960786
894,0.086547405,0.098647413
895,0.012211144,0.015497079
896,0.06082779,0.062560755
897,0.042618573,0.042182458
898,0.049934864,0.060523863
899,0.005304247,0.005451952
900,0.17663804,0.219174398
901,0.052548528,0.050374579
902,0.4662578,0.490976067
903,0.0127027035,0.016492494
904,0.029823482,0.02956756
905,0.030643255,0.045850402
906,0.010353118,0.00641587
907,0.020916224,0.027031712
908,0.017211854,0.011343283
909,0.06360865,0.050005986
910,0.23152405,0.257064707
911,0.100464374,0.097425951
912,0.041165918,0.052475317
913,0.19696149,0.202783095
914,0.02492866,0.021058413
915,0.08500698,0.059102579
916,0.007668227,0.012296927
917,0.0060360134,0.0063619
918,0.011457682,0.013145852
919,0.017629385,0.014974608
920,0.006911427,0.008615793
921,0.026022583,0.030687931
922,0.0179559,0.016961651
923,0.05402261,0.060093925
924,0.010873765,0.01462997
925,0.013809115,0.021008922
926,0.0526309,0.029001862
927,0.005462438,0.013773222
928,0.048093557,0.040406086
929,0.41037256,0.447670701
930,0.010733068,0.013592671
931,0.04622695,0.047672931
932,0.045045763,0.054809787
933,0.015644401,0.018880416
934,0.31018755,0.337467183
935,0.012983859,0.008785562
936,0.11975953,0.078797052
937,0.012298882,0.014304362
938,0.16168568,0.176061677
939,0.3006379,0.310662762
940,0.061046213,0.044606803
941,0.0074732006,0.004725987
942,0.011215717,0.010428535
943,0.437531,0.323693178
944,0.2902967,0.231210386
945,0.048585027,0.063464271
946,0.0074732006,0.007603953
947,0.059883475,0.066849015
948,0.0058861673,0.005359268
949,0.010258734,0.012411781
950,0.005247563,0.014177401
951,0.019469082,0.027270138
952,0.01813063,0.00955248
953,0.07882354,0.055266259
954,0.03659585,0.026416775
955,0.009989619,0.005644456
956,0.0116946995,0.010615465
957,0.008814782,0.006490826
958,0.01679504,0.01886457
959,0.08043271,0.084302517
960,0.08317366,0.096946239
961,0.013295025,0.010923795
962,0.013090432,0.024140785
963,0.0101184845,0.006185474
964,0.17420712,0.158318642
965,0.055610746,0.031101018
966,0.021956384,0.020100575
967,0.018176794,0.01589247
968,0.014224678,0.017159227
969,0.12229425,0.121862956
970,0.022735387,0.011543079
971,0.053061813,0.034760203
972,0.050307214,0.040287955
973,0.058796227,0.090927683
974,0.016323,0.011743775
975,0.010421485,0.015391884
976,0.05219981,0.05439454
977,0.018685937,0.022267881
978,0.19298676,0.199801949
979,0.09051862,0.086001714
980,0.0099645555,0.023632634
981,0.04928413,0.059916411
982,0.32799476,0.256548173
983,0.009273231,0.012666587
984,0.0069995522,0.007694368
985,0.010353118,0.008963372
986,0.025388062,0.025199603
987,0.085653275,0.080495829
988,0.06751153,0.0625274
